candidate_identity_key,eccv_first_author_name,eccv_first_author_affiliation_raw,primary_affiliation_category,eccv_selected_paper_count,eccv_virtual_poster_ids,eccv_titles,identity_resolution_status,identity_profile_url,preferred_identity_evidence_source,prior_work_cutoff,verified_prior_work_row_count,review_status,notes
cai_f92iuw,Junha Kim,Hanyang University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5103,High-Resolution Artwork Outpainting with Global Blueprint Guidance and Layout Control,resolved,https://hjpark83.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible pre-cutoff first-listed paper was found in targeted official-source review. The matching arXiv/ECCV 2026 work is after the cutoff and is excluded; exact zero is not asserted.
cai_1d1f4lw,Junha Lee,South Korea,KOREA_LOCATION_DECLARED_UNSPECIFIED_INSTITUTION,1,4336,AffoGato: Open-Vocabulary Affordance Grounding with Automated Data Generation at Scale,resolved,https://junha-l.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_incomplete,"Two eligible prior first-listed papers were verified. Review was not exhaustive across every in-scope venue, so this is a lower bound; ECCV 2026 Affogato is after the cutoff and excluded."
cai_xyxncm,Junoh Lee,GIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4602,Relaxed Rigidity with Ray-based Grouping for Dynamic Gaussian Splatting,resolved,https://leejunoh.com/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_incomplete,"Two eligible prior first-listed main-conference papers were verified. Review was not exhaustive across every in-scope venue, so this is a lower bound; ECCV 2026 paper is after cutoff and excluded."
cai_131dxvq,Junseong Shin,Hanyang University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5668,PRISM: Latent Composition Consistency for Single-Image Reflection Removal,resolved,https://junsung6140.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,One eligible prior first-listed main-conference paper was verified. Review was not exhaustive across every in-scope venue; ECCV 2026 PRISM is after cutoff and excluded.
cai_726siz,Junyoung Seo,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4936,Grounding World Simulation Models in a Real-World Metropolis,resolved,https://j0seo.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,3,identity_resolved_prior_work_incomplete,"At least three eligible prior first-listed works are verified; therefore the first-author result is definitively not-first. ECCV 2026, CVPR 2026, ICLR 2026, AAAI 2026 and later/under-review records are excluded by the 2026-03-05 cutoff or venue scope."
cai_jsekvg,Juyong Lee,Chung-Ang University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4330,Rethinking Detection Calibration: A Coordinate Perspective,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,The ECCV 2026 paper is after the cutoff; no eligible prior first-listed work verified.
cai_ycply5,Kang Eun Jeon,DGIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4410,R-ESC: Robustly Erasing Space Concepts via Stochastic Feature Remapping,resolved,https://kejeon.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,Reviewed official publication list and profile; listed works are outside the eligible venue scope or not first-listed. Exact zero requires broader exhaustive identity review.
cai_176x63n,Kang MinSeok,Chung-Ang University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5854,Prune Once: Retraining-Free Task-Agnostic Pruning for Vision-Language Models,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,The ECCV 2026 paper is after cutoff and excluded; no eligible prior first-listed work verified.
cai_igfx9k,Kangmin Seo,Sungkyunkwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5368,Improving Sparse-View 3DGS Generalization via Flat Minima Optimization,resolved,https://kangrnin.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"Reviewed the official publication list through the cutoff. NeurIPS 2025 paper lists Kangmin Seo fifth, and CVPR 2026 Findings is excluded; no eligible prior first-listed work was found. Exact zero is not claimed because broader exhaustive review remains outside this shard."
cai_ql2vg6,Keonhee Park,"Vision and Learning Lab, Seoul National University",KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5258,SiGMA: Sign-Guided Merging and Adaptation framework for Multimodal Continual Instruction Tuning,resolved,https://vision.snu.ac.kr/gunhee/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No eligible prior first-listed work was found on the official lab publication listing, but exact zero is not asserted because an exhaustive all-venue review was not completed. The ECCV 2026 candidate paper is post-cutoff."
cai_thbfl0,Kibum Kim,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5652,Sink-Token-Aware Pruning for Fine-Grained Video Understanding in Efficient Video LLMs,resolved,https://rlqja1107.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,3,identity_resolved_prior_work_incomplete,At least three eligible prior first-listed papers were verified. Exact total is not asserted because the review was not exhaustive across every eligible venue; post-cutoff ECCV 2026 and ICLR 2026 records were not counted.
cai_1dl94c2,Kihyun Na,Handong Global University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4096,"Rethinking Garment Conditioning in Diffusion-based Virtual Try-On: Decouple, Don't Denoise",resolved,https://www.sciencedirect.com/science/article/abs/pii/S1077314225000840,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible prior first-listed work was found in the limited official-publisher search. Kihyun Na's 2025 virtual-try-on and license-plate records are preprints/journal or outside the specified venues and were not counted; exact zero is not asserted.
cai_qkmdou,Kim Jun-Seong,Pohang University of Science and Technology (POSTECH),KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3511,SA-ResGS: Self-Augmented Residual 3D Gaussian Splatting for Next Best View Selection,resolved,https://kim-junseong.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,3,identity_resolved_prior_work_incomplete,"Three eligible prior first-listed works were verified: CVPR 2025, RA-L 2024, and ECCV 2022. Exact total is not asserted because all-venue review was not exhaustive; ECCV 2026 is post-cutoff."
cai_nnq0gi,KunHo Heo,Kyung Hee University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5171,Rethinking Prototype-based Similarity Learning for Few-Shot Object Detection,resolved,https://heokunho.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,One eligible prior first-listed main-conference paper was verified (NeurIPS 2025). Exact total is not asserted because exhaustive all-venue review was not completed; ECCV 2026 candidate paper is post-cutoff.
cai_17clweh,Kwonyoung Ryu,Pohang University of Science and Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5627,Extending a Large View Synthesis Model for Multi-view Panoptic Segmentation,resolved,https://kwonyoung9120.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,"One eligible prior first-listed CVPR paper was verified. The review was not exhaustive across every scoped venue, so an exact count is not asserted. The ECCV 2026 paper is after the cutoff and is not counted."
cai_xcjd2a,Kyeongmo Chae,Kyungpook National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5107,Distribution-Alignment Bridge for Uncertainty-Aware Text-to-Video Retrieval,resolved,https://vig.kist.re.kr/people,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible prior first-listed paper was verified in the limited official-profile/proceedings review. The 2026 DAB text-to-video paper is dated July 2026 (after cutoff) and is not counted; exact zero is not asserted.
cai_15hmn5b,Kyobin Choo,Yonsei University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4226,QWERTY: Training-Free Motion Control via Query-Warped Video Diffusion Transformers,resolved,https://micv.yonsei.ac.kr/members,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible scoped prior first-listed paper was verified. MICCAI 2025 papers found are outside the defined venue scope; exact zero is not asserted. ECCV 2026 paper is after cutoff.
cai_ulv5l2,Kyoleen Kwak,Kyung Hee University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4656,Geometry-Preserving in 3D Gaussian Splatting for LiDAR-Camera Extrinsic Calibration,resolved,https://kwakkyoleen.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible scoped prior first-listed paper was verified. The AAAI 2026 first-author paper is outside the user-defined venue scope; exact zero is not asserted. ECCV 2026 is after cutoff.
cai_7x33y1,Kyuan Oh,Chung-Ang University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4172,AnchorPrune: Relevance-Anchored Contextual Expansion for Visual Token Pruning,resolved,https://kyuanoh.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,No eligible scoped prior first-listed paper was verified. ICTC 2025 papers are outside the defined venue scope; exact zero is not asserted. ECCV 2026 paper is after cutoff.
cai_ruido7,Kyungmin Min,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5761,ReflectCAP: Detailed Image Captioning with Reflective Memory,resolved,https://andy9705.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official publication list was reviewed through the cutoff. Prior listed works are NAACL 2025 Findings, EMNLP 2025, COLING 2025, a NeurIPS workshop, and DSTC11; none is an eligible main-conference full paper or RA-L article. ECCV 2026 is after the cutoff. Exact prior eligible first-author count is zero."
cai_og1gaa,Kyusik Cho,Yonsei University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4329,Environmental Change Detection for Real-World Change Analysis,resolved,https://cilab.yonsei.ac.kr/members/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The official CILAB pages verify the ECCV identity, but no complete personal CV or publication list was accessible. The 2025 Environmental Change Detection arXiv version is a preprint, not an eligible main-conference or RA-L publication, and no qualifying prior first-listed work was verified."
cai_wmhgsr,Kyuwon Kim,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5880,SPECSIA: Stylization Dataset for Novel-View Enhancement in Drawing-based 3D Animation,resolved,https://rbdnjs7830.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official personal publication list was reviewed through the cutoff. Its only pre-cutoff item is a 2025 Journal of the IEIE paper, outside the defined venue scope; ECCV 2026 is after the cutoff. Exact prior eligible first-author count is zero. A separate similarly named KAIST mathematics student is not merged because the affiliation, lab, and research topic do not match."
cai_1ai4ln6,Mansoo Jung,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4612,MixTTA: Low-Rank Cross-Channel Mixing for Reliable Test-Time Adaptation,resolved,https://cml.snu.ac.kr/students/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The SNU lab listing and official ECCV record resolve the identity, but the accessible institutional page does not provide a complete dated publication list. No eligible prior first-listed paper was verified; exact zero is not asserted. The MixTTA arXiv record is dated after the cutoff and is not a prior eligible publication."
cai_18cbfg7,Min Hyeok Bang,Jeonbuk National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4174,Geometry-Aware Style Transfer in 3D Gaussian Splatting,resolved,https://oweixx.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official personal publication list contains only the ECCV 2026 paper, which is after the 2026-03-05 cutoff. The official VILab page confirms the same work and student context. Exact prior eligible first-author count is zero."
cai_19cht8g,Min-Jung Kim,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4255,Infinite-Homography as Robust Conditioning for Camera-Controlled Video Generation,resolved,https://emjay73.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official publication list was reviewed for scoped venues through the 2026-03-05T23:00:00+01:00 cutoff. Min-Jung Kim is not first-listed on the scoped prior works shown (CVPR 2025, ECCV 2024, ICCV 2023); WACV and other out-of-scope works are excluded. Exact prior eligible first-author count is 0. ECCV 2026 itself is after the cutoff and excluded."
cai_llao67,Min-Su Park,Sung Kyun Kwan University; Sung Kyun Kwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5724,MagnetGS-Mesh: High-Quality Multi-Object Mesh Reconstruction via Adaptive Surface Optimization,resolved,https://imclab.skku.edu/students/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"Identity is resolved, but the official profile does not expose a complete historical publication list. No eligible prior first-listed work was verified from authoritative proceedings during this shard review; exact zero is not asserted. ECCV 2026 itself is after the cutoff and excluded."
cai_1avphu5,Mingi Kim,Chungnam National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4696,BrepCoder: A Unified Multimodal Large Language Model for Multi-task B-rep Reasoning,resolved,https://mingikim1.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No eligible prior first-listed work was verified. The identified official works (BrepCoder arXiv/2026 and Comp-PointLLM, Journal of Computational Design and Engineering, May 2026) are either after the cutoff or outside the scoped venues. The public profile does not provide a complete historical venue ledger, so exact zero is not asserted. ECCV 2026 is excluded by cutoff."
cai_1s3524l,Mingi Kwon,Yonsei University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5470,JAM-Flow: Joint Audio-Motion Synthesis with Flow Matching,resolved,https://sites.google.com/view/mingikwon,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,The homepage identifies multiple first-or-co-first papers but does not by itself distinguish author order. At least one earlier eligible first-listed ECCV paper is independently confirmed; exhaustive first-listed count remains pending.
cai_lgn1f2,Mingue Park,Korea Advanced Institute of Science & Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4304,DiverseVAR: Balancing Diversity and Quality of Next-Scale Visual Autoregressive Models,resolved,https://uygnim99.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,The official publication list was reviewed against the cutoff. PairFlow (ICLR 2026) and Token Warping (CVPR 2026) have 2026 conference/proceedings timing after the 2026-03-05 cutoff; DiverseVAR is the ECCV 2026 candidate itself; the remaining listed work is a preprint. No eligible prior first-listed scoped paper exists. Exact prior eligible first-author count is 0.
cai_10q2myd,Mingyeong Song,Ewha Women's University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5007,JointHOI: Jointly Generating Contact Maps Enhances Hand Object Interaction Generation,resolved,https://smk11602.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,Official personal and lab publication lists show JointHOI (ECCV 2026) and SIREN (ICASSP 2026); neither is a prior eligible scoped paper before the cutoff (ICASSP is out of scope and 2026 timing is after cutoff). Exact prior eligible first-author count is 0.
cai_1c6rbs6,Minh Son Hoang,Korea Advanced Institute of Science & Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4909,FreqOrtho-SR: Frequency-Guided Orthogonal Expert Learning for Real-World Image Super-Resolution,resolved,https://cs.kaist.ac.kr/people/msstudents,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"No scoped first-listed prior was verified; available official profile is not a complete publication CV, so exact zero is not asserted."
cai_1h8liem,Minh-Quan Bui,Korea Advanced Institute of Science & Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3540,AirSplat: Alignment and Rating for Robust Feed-Forward 3D Gaussian Splatting,unresolved,,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_unresolved_prior_work_incomplete,AirSplat is the target ECCV 2026 paper and not prior to cutoff; similarly named search leads were not used as identity proof.
cai_zrrap3,Minjoon Jung,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3203,EgoExo-Con: Exploring View-Invariant Video Temporal Understanding,resolved,https://minjoong507.github.io/bio.html,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"Official site lists WACV 2025 first-author work, outside scope; no scoped prior was verified and exact zero is not asserted."
cai_1klag93,Minjun Kang,KAIST,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3876,GeoNVS: Geometry Grounded Video Diffusion for Novel View Synthesis,resolved,https://www.ecva.net/papers/eccv_2022/papers_ECCV/papers/136680176.pdf,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_complete,ECCV 2022 establishes not-first; later CVPR 2025 Any6D lists Kang third and is not counted.
cai_1gi6tzf,Minkuk Kim,Kyung Hee University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4667,ReQuest: Rethinking-based Question-Aware Frame Selection for Long-Form Video QA,resolved,https://ami.khu.ac.kr/people/students/MinKukKim/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_complete,CVPR 2024 first-author paper establishes not-first; ECCV 2026 target is post-cutoff.
cai_xaq0nr,MINSEOK KANG,Yonsei University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5209,Revisiting Weakly-Supervised Video Scene Graph Generation via Pair Affinity Learning,resolved,https://minseokii.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,One verified eligible prior first-listed NeurIPS paper establishes that the candidate is not first-time. Exact count is not claimed because the profile is not an exhaustive venue-by-venue ledger.
cai_1nwybj5,Moonsoo Jeong,Sungkyunkwan University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4346,SharpGS: Sharpness-Preserving 3D Gaussian Splatting with Differentiable Blur-Driven Density Control,resolved,https://orcid.org/0000-0001-5268-2371,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,"One verified eligible prior first-listed NeurIPS paper establishes not-first. The ORCID record is not a guaranteed exhaustive venue ledger, so exact count is not claimed."
cai_11z16or,Moonyeon Jeong,"Computer Vision Lab, University of Seoul",KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3759,ViewSplat: View-Adaptive Dynamic Gaussian Splatting for Feed-Forward Synthesis,resolved,https://cvlab.uos.ac.kr/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,The official UOS CVLab publication page lists ViewSplat and the lab's complete earlier venue publications; Moonyeon Jeong does not appear on any earlier listed eligible work. The ECCV 2026 item is after the cutoff and excluded. Exact zero prior eligible first-author count is therefore supported by the official lab publication list.
cai_1odzw09,MYOUNG-CHUL KIM,Kyung Hee University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4744,CLUE-VAD: Structured Semantic Clues for Understanding Explainable Events in Video Anomaly Detection,resolved,https://vslab.khu.ac.kr/team/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The official AAAI 2026 RefineVAD paper lists MyoungChul Kim third, not first, and is before the cutoff but does not count. CLUE-VAD was an ICLR 2026 submission, not an eligible published prior. No eligible prior first-listed work was verified; exact zero is not claimed."
cai_f1p5x0,Myungchul Kim,Korea Advanced Institute of Science & Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4039,"ARGOS: Who, Where, and When in Agentic Multi-Camera Person Search",resolved,https://kr.linkedin.com/in/myungchul-jaden-kim,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The verified prior WACV 2021 paper has Myungchul Kim first but WACV is outside the fixed venue scope. The official CVPR 2024 MTMMC paper includes him fourth, not first. ARGOS is dated April 2026, after the cutoff. No eligible prior first-listed work was verified; exact zero is not claimed."
cai_gp25hv,Na Min An,KAIST AI,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3141,"Blind to Position, Biased in Language: Probing Mid-Layer Representational Bias in Vision-Language Encoders for Zero-Shot Language-Grounded Spatial Understanding",resolved,https://namin-an.github.io/assets/pdf/CV_NaMinAn.pdf,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"The official CV publication list was reviewed against the defined venues and cutoff. Earlier listed works are EMNLP, ACL, EACL, COLM, IJCNN, and non-scope journals. CVPR 2026, COLM 2026, and ECCV 2026 are after the 2026-03-05 cutoff. Exact eligible prior first-listed count is zero."
cai_1vksya3,Nahyuk Lee,POSTECH,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3567,TORA: Topological Representation Alignment for 3D Shape Assembly,resolved,https://nahyuklee.github.io/pdf/cv.pdf,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,2,identity_resolved_prior_work_complete,Two eligible prior first-listed works are verified. Both are marked equal contribution in the CV; first-listed authorship is counted and the equal-contribution note is retained. The ECCV 2026 TORA paper is after the cutoff.
cai_12doui9,Saad Wazir,"Korea Advanced Institute of Science & Technology (KAIST), Daejeon",KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4399,MedCAGD: Context-Aware Gated Decoder for Robust Medical Image Segmentation,resolved,https://sites.google.com/view/saad-wazir?authuser=0,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_incomplete,At least one earlier eligible first-listed paper is verified. Exhaustive count still pending.
cai_1hqfvre,Sang-Hun Han,Gwangju Institute of Science and Technology,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,4193,PIAvatar: Physically Interactive Avatars via Deformation Gradient Decoupling,resolved,https://sites.google.com/site/hgjeoncv/team,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"Identity is linked to the GIST team, but the available official page has no publication list. No eligible prior work was counted; exact zero cannot be asserted."
cai_3zlwkk,Sanghyun Jo,OGQ,KOREAN_COMPANY,2,5267; 5373,EraseLoRA: MLLM-Driven Foreground Exclusion and Background Subtype Aggregation for Dataset-Free Object Removal || ISAC: Training-Free Instance-to-Semantic Attention Control for Multi-Instance Generation,resolved,https://shjo-april.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,4,identity_resolved_prior_work_complete,Four eligible prior first-listed works are verified. COIN (ICCV 2025) and TTD (ECCV 2024) are first-listed co-first; DHR (ECCV 2024) and MARS (ICCV 2023) are first-listed. ICLR 2026 and later works are after the cutoff; ICIP is out of scope.
cai_14mb7nm,Sangkyu Lee,Korea Institute of Science and Technology,KOREAN_RESEARCH_INSTITUTE,1,4249,Spanning Tree Autoregressive Visual Generation,resolved,https://oddqueue.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_complete,One eligible prior first-listed work is verified: NeurIPS 2025. ECCV 2026 and CoRL 2026 are after the cutoff; ACL and AAAI are outside the defined venue scope.
cai_1cqvt79,Sangmin Han,LG Electronics,KOREAN_COMPANY,1,4269,LIIFusion: Coarse-to-fine Framework for Generative MEF via Implicit Neural Representation,resolved,https://sites.google.com/view/sangmin-han/home,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,Official publication list was reviewed through the 2026 cutoff. The listed CVPR 2025 LSRNA and ORIDa papers include Han but do not list him first; APT is an arXiv preprint. No eligible prior first-listed paper was found. ECCV 2026 LIIFusion is after the cutoff and is excluded.
cai_2jvtue,Sangmin Hong,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5719,PrintAnything: Learning Geometric Plan Map for 3D Printing G-code Generation from Unoriented Point Clouds,resolved,https://sangminhong.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_complete,"Official personal publication list and official CVF records were reviewed. ACL-SPC (CVPR 2023) and CNC-Net (CVPR 2024) list Hong second, with equal-contribution marks, so neither counts as first-listed authorship. Shape2Gcode is an ICLR 2026 withdrawn submission and not an eligible published main-conference paper. No eligible prior first-listed paper was found."
cai_1t1e77d,Sangwon Baik,Seoul National University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,3785,Text-Guided 6D Object Pose Rearrangement via Closed-Loop VLM Agents,resolved,https://tlb-miss.github.io/,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,1,identity_resolved_prior_work_complete,One eligible prior first-listed main-conference paper was verified. The NeurIPS 2025 paper on the personal site lists Baik second (equal contribution) and is excluded from the primary first-listed count. ECCV 2026 paper is after the cutoff and is excluded.
cai_1s7xdxh,Sangwoo (Jason) Jo,Korea University,KOREAN_UNIVERSITY_GRAD_SCIENCE_INSTITUTE,1,5358,Flow Straight to Reality: Perceptually Consistent Flow Matching for Efficient Image Restoration,resolved,https://github.com/jasonjo97,"Official personal CV, institutional profile, ORCID, then official proceedings or publisher metadata",2026-03-05T23:00:00+01:00,0,identity_resolved_prior_work_incomplete,"The candidate's self-report says ECCV 2026 is his first publication during the PhD, and the official lab page lists only the ECCV paper plus a pre-2026 preprint section directing to Google Scholar. A CVPR 2024 workshop item appears in a LinkedIn activity post and is out of scope. No eligible prior first-listed main-conference or RA-L paper was verified, but exact zero is not asserted because the complete pre-2026 publication record was not available from an official CV."
